"Company","Product","TypeName","Inches","Cpu","Ram","PrimaryMemSize","PrimaryMemType","SecondaryMemory","OpSys","Weight","Price_euros","Model","Inches_Binned","ResolutionWidth","ResolutionHeight","DisplayType","Touchscreen","IPS_Panel","RetinaDisplay","CpuBrand","CpuProduct","CpuClockSpeed_GHz","Ram_GB","Gpu_Brand","Gpu_Product","Weight_kg"
"Lenovo","Thinkpad T470","Notebook",14,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.58kg",1480,"Thinkpad","3",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",1.58
"Asus","VivoBook S15","Ultrabook",15.6,"Intel Core i7 8550U 1.8GHz","16GB","256GB","SSD","1","Windows 10","1.5kg",1262,"VivoBook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",1.5
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i7 7560U 2.4GHz","8GB","256GB","SSD","0","Windows 10","1.23kg",1379,"XPS","2",3200,1800,"Quad HD+","1","0","0","Intel","i7",7,8,"Intel","Iris",1.23
"Lenovo","ThinkPad Yoga","2 in 1 Convertible",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.37kg",1399,"ThinkPad","2",1920,1080,"Full HD","1","1","0","Intel","i5",5,8,"Intel","HD",1.37
"HP","Probook 440","Notebook",14,"Intel Core i5 8250U 1.6GHz","4GB","500GB","HDD","0","Windows 10","1.63kg",722,"Probook","3",1366,768,NA,"0","1","0","Intel","i5",5,4,"Intel","UHD",1.63
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","1.21kg",1629,"XPS","2",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","UHD",1.21
"HP","Spectre x360","2 in 1 Convertible",13.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","1.26kg",1398.99,"Spectre","2",1920,1080,"Full HD","1","1","0","Intel","i5",5,8,"Intel","UHD",1.26
"HP","Probook 440","Notebook",14,"Intel Core i7 8550U 1.8GHz","8GB","512GB","SSD","0","Windows 10","1.63kg",1084,"Probook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","UHD",1.63
"Dell","Inspiron 7570","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","1","Windows 10","2.16kg",1130.33,"Inspiron","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.16
"Asus","X705UV-BX074T (i3-6006U/4GB/1TB/GeForce","Notebook",17.3,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Windows 10","2kg",564,"X705UV-BX074T","5",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Nvidia","GeForce",2
"Asus","VivoBook S15","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.7kg",1118,"VivoBook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",1.7
"Acer","Spin 3","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","6GB","1TB","HDD","0","Windows 10","2.1kg",479,"Spin","4",1920,1080,"Full HD","1","1","0","Intel","i3",3,6,"Intel","HD",2.1
"MSI","GS63VR 7RG","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","1.8kg",2241.5,"GS63VR","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",1.8
"Lenovo","IdeaPad 320-15IKBN","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","No OS","2.2kg",629,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.2
"HP","Probook 470","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","16GB","512GB","SSD","0","Windows 10","2.5kg",1271,"Probook","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.5
"Acer","Aspire 3","Notebook",15.6,"AMD A9-Series 9420 3GHz","4GB","256GB","SSD","0","Windows 10","2.1kg",451,"Aspire","4",1366,768,NA,"0","0","0","AMD",NA,9,4,"AMD","Radeon",2.1
"HP","250 G6","Notebook",15.6,"Intel Celeron Dual Core N3060 1.6GHz","4GB","500GB","HDD","0","No OS","1.86kg",259,"250","4",1366,768,NA,"0","0","0","Intel","N3060",3060,4,"Intel","HD",1.86
"HP","Probook 440","Notebook",14,"Intel Core i5 8250U 1.6GHz","8GB","1TB","HDD","0","Windows 10","1.63kg",812,"Probook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","UHD",1.63
"Asus","E402WA-GA007T (E2-6110/4GB/64GB/W10","Notebook",14,"AMD E-Series 6110 1.5GHz","4GB","64GB","SSD","0","Windows 10","1.65kg",277.99,"E402WA-GA007T","3",1366,768,NA,"0","0","0","AMD",NA,6110,4,"AMD","Radeon",1.65
"Dell","Inspiron 5770","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","16GB","256GB","SSD","1","Windows 10","2.8kg",1396,"Inspiron","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"AMD","Radeon",2.8
"HP","ProBook 470","Notebook",17.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","2.5kg",928,"ProBook","5",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","UHD",2.5
"Dell","Inspiron 5567","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","1TB","HDD","0","Windows 10","2.36kg",638.99,"Inspiron","4",1366,768,NA,"0","0","0","Intel","i5",5,8,"AMD","Radeon",2.36
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Windows 10","2.2kg",449,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"AMD","Radeon",2.2
"Acer","Swift 3","Ultrabook",14,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.6kg",884,"Swift","3",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","UHD",1.6
"Acer","Aspire A515-51G-37JS","Notebook",15.6,"Intel Core i3 7130U 2.7GHz","4GB","256GB","SSD","0","Windows 10","2.2kg",572,"Aspire","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Nvidia","GeForce",2.2
"HP","15-BS078nr (i7-7500U/8GB/1TB/W10)","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","1TB","HDD","0","Windows 10","2.05kg",598,"15-BS078nr","4",1366,768,NA,"0","0","0","Intel","i7",7,8,"Intel","HD",2.05
"HP","Probook 440","Notebook",14,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.63kg",988,"Probook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","UHD",1.63
"Lenovo","V110-15IAP (N3350/4GB/1TB/No","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB","HDD","0","No OS","1.9kg",252.36,"V110-15IAP","4",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",1.9
"Asus","FX753VD-GC086T (i5-7300HQ/8GB/1TB","Gaming",17.3,"Intel Core i5 7300HQ 2.5GHz","8GB","128GB","SSD","1","Windows 10","3kg",938,"FX753VD-GC086T","5",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",3
"Lenovo","IdeaPad 320-15IKBN","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","1TB","HDD","0","No OS","2.2kg",499,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Nvidia","GeForce",2.2
"HP","Envy 13-AD007nv","Notebook",13.3,"Intel Core i5 7200U 2.5GHz","4GB","256GB","SSD","0","Windows 10","1.32kg",699,"Envy","2",1920,1080,"Full HD","0","1","0","Intel","i5",5,4,"Intel","HD",1.32
"Acer","Aspire 5","Notebook",17.3,"Intel Core i3 7130U 2.7GHz","4GB","1TB","HDD","0","Windows 10","3kg",655,"Aspire","5",1920,1080,"Full HD","0","1","0","Intel","i3",3,4,"Nvidia","GeForce",3
"Lenovo","ThinkPad E480","Notebook",14,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","1.75kg",1116.02,"ThinkPad","3",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"AMD","Radeon",1.75
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","No OS","2.4kg",869,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.4
"Toshiba","Satellite Pro","Notebook",15.6,"Intel Core i5 6200U 2.3GHz","4GB","500GB","HDD","0","Windows 10","2.1kg",602,"Satellite","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",2.1
"HP","255 G6","Notebook",15.6,"AMD A6-Series 9220 2.5GHz","4GB","256GB","SSD","0","Windows 10","1.86kg",369,"255","4",1366,768,NA,"0","0","0","AMD",NA,6,4,"AMD","Radeon",1.86
"Asus","ZenBook UX430UA","Ultrabook",14,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.25kg",1099,"ZenBook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","UHD",1.25
"HP","EliteBook Folio","Ultrabook",12.5,"Intel Core M 6Y75 1.2GHz","8GB","512GB","SSD","0","Windows 10","0.97kg",2014,"EliteBook","1",3840,2160,"4K Ultra HD","1","1","0","Intel","M",6,8,"Intel","HD",0.97
"Asus","X541NA (N3350/4GB/1TB/FHD/W10)","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB","HDD","0","Windows 10","2kg",344,"X541NA","4",1920,1080,"Full HD","0","0","0","Intel","N3350",3350,4,"Intel","HD",2
"MSI","GE72MVR 7RG","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.9kg",2029,"GE72MVR","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.9
"Acer","Aspire A315-51","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Windows 10","2.1kg",447,"Aspire","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.1
"Dell","Inspiron 5577","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","512GB","SSD","0","Windows 10","2.56kg",1249.26,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.56
"Dell","Inspiron 7567","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","1.0TB","Hybrid","0","Windows 10","2.62kg",899,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.62
"Lenovo","V110-15IKB (i5-7200U/4GB/128GB/W10)","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","128GB","SSD","0","Windows 10","1.9kg",498,"V110-15IKB","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.9
"MSI","GE73VR 7RE","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.8kg",1890,"GE73VR","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.8
"HP","EliteBook 840","Ultrabook",14,"Intel Core i5 7500U 2.7GHz","4GB","256GB","SSD","0","Windows 10","1.48kg",1082,"EliteBook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",1.48
"HP","15-BS103nv (i5-8250U/6GB/256GB/Radeon","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","6GB","256GB","SSD","0","Windows 10","1.91kg",619,"15-BS103nv","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,6,"AMD","Radeon",1.91
"Lenovo","Yoga 520-14IKB","2 in 1 Convertible",14,"Intel Core i3 7100U 2.4GHz","4GB","256GB","SSD","0","Windows 10","1.74kg",629,"Yoga","3",1920,1080,"Full HD","1","1","0","Intel","i3",3,4,"Intel","HD",1.74
"Asus","ZenBook Flip","2 in 1 Convertible",13.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","1.1kg",1315,"ZenBook","2",1920,1080,"Full HD","1","0","0","Intel","i5",5,8,"Intel","HD",1.1
"Dell","Inspiron 5579","2 in 1 Convertible",15.6,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.56kg",1049,"Inspiron","4",1920,1080,"Full HD","1","0","0","Intel","i7",7,8,"Intel","UHD",1.56
"Toshiba","Satellite Pro","Notebook",15.6,"Intel Core i3 6006U 2.2GHz","4GB","500GB","HDD","0","Windows 10","2.1kg",447,"Satellite","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.1
"Asus","X555BP-XX180T (A9-9420/4GB/1TB/Radeon","Notebook",15.6,"AMD A9-Series 9420 3GHz","4GB","1TB","HDD","0","Windows 10","2.03kg",403,"X555BP-XX180T","4",1366,768,NA,"0","0","0","AMD",NA,9,4,"AMD","Radeon",2.03
"Acer","Aspire A517-51G","Notebook",17.3,"Intel Core i5 8250U 1.6GHz","4GB","256GB","SSD","0","Windows 10","3kg",805,"Aspire","5",1920,1080,"Full HD","0","1","0","Intel","i5",5,4,"Nvidia","GeForce",3
"Dell","Inspiron 3576","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","2.13kg",728,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"AMD","Radeon",2.13
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","0","Windows 10","2.5kg",1079,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.5
"Acer","Aspire A315-31","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB","HDD","0","Windows 10","2.1kg",348,"Aspire","4",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",2.1
"MSI","GE63VR 7RE","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.4kg",1799,"GE63VR","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.4
"Acer","Aspire 3","Notebook",15.6,"Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB","HDD","0","Windows 10","2.1kg",363.51,"Aspire","4",1366,768,NA,"0","0","0","Intel","N4200",4200,4,"Intel","HD",2.1
"Dell","Inspiron 5577","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.56kg",1060.49,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.56
"Acer","Aspire A517-51G","Notebook",17.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","3kg",854,"Aspire","5",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",3
"HP","ProBook 430","Notebook",13.3,"Intel Core i5 8250U 1.6GHz","4GB","500GB","HDD","0","Windows 10","1.49kg",754,"ProBook","2",1920,1080,"Full HD","0","1","0","Intel","i5",5,4,"Intel","UHD",1.49
"Other","MateBook X","Ultrabook",13,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.05kg",1349,"MateBook","2",2160,1440,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.05
"HP","17-bs001nv (i5-7200U/6GB/2TB/Radeon","Notebook",17.3,"Intel Core i5 7200U 2.5GHz","6GB","2TB","HDD","0","Windows 10","2.71kg",699,"17-bs001nv","5",1920,1080,"Full HD","0","1","0","Intel","i5",5,6,"AMD","Radeon",2.71
"Lenovo","IdeaPad 320-15AST","Notebook",15.6,"AMD A6-Series 9220 2.9GHz","4GB","500GB","HDD","0","No OS","2.2kg",309,"IdeaPad","4",1366,768,NA,"0","0","0","AMD",NA,6,4,"AMD","Radeon",2.2
"Toshiba","Satellite Pro","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","4GB","500GB","HDD","0","Windows 10","2kg",489,"Satellite","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2
"HP","ProBook 470","Notebook",17.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","2.5kg",923,"ProBook","5",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.5
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","8GB","1TB","HDD","0","Windows 10","2.3kg",459,"Inspiron","4",1366,768,NA,"0","0","0","Intel","i3",3,8,"Intel","HD",2.3
"Acer","Aspire A315-51","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","128GB","SSD","0","Windows 10","2.1kg",449,"Aspire","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.1
"MSI","GT80S 6QF-074US","Gaming",18.4,"Intel Core i7 6920HQ 2.9GHz","32GB","512GB","SSD","1","Windows 10","4.4kg",2799,"GT80S","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,32,"Nvidia","GeForce",4.4
"Lenovo","V310-15IKB (i5-7200U/8GB/1TB","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","128GB","SSD","1","Windows 10","1.90kg",813,"V310-15IKB","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"AMD","R17M-M1-70",1.9
"HP","Spectre x360","2 in 1 Convertible",13.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","1.29kg",1499,"Spectre","2",3840,2160,"4K Ultra HD","1","1","0","Intel","i5",5,8,"Intel","UHD",1.29
"Dell","Inspiron 5570","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","16GB","256GB","SSD","1","Linux","2.02kg",1049,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"AMD","Radeon",2.02
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","1.23kg",1399,"XPS","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","UHD",1.23
"Lenovo","Yoga 920-13IKB","2 in 1 Convertible",13.9,"Intel Core i7 8550U 1.8GHz","16GB","512GB","SSD","0","Windows 10","1.4kg",1849,"Yoga","3",3840,2160,"4K Ultra HD","1","1","0","Intel","i7",7,16,"Intel","UHD",1.4
"Toshiba","Satellite Pro","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","128GB","SSD","0","Windows 10","2.0kg",793,"Satellite","4",1366,768,NA,"0","0","0","Intel","i5",5,8,"Intel","HD",2
"Other","Mi Notebook","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","No OS","1.95kg",1199,"Mi","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",1.95
"Dell","Inspiron 7773","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","16GB","512GB","SSD","0","Windows 10","2.77kg",1549,"Inspiron","5",1920,1080,"Full HD","1","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.77
"Dell","XPS 15","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","512GB","SSD","0","Windows 10","2.06kg",2397,"XPS","4",3840,2160,"4K Ultra HD","1","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.06
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","256GB","SSD","0","No OS","2.4kg",779,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",2.4
"Acer","Swift 7","Ultrabook",13.3,"Intel Core i5 7Y54 1.2GHz","8GB","256GB","SSD","0","Windows 10","1.12kg",989,"Swift","2",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.12
"Dell","Inspiron 5770","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","8GB","128GB","SSD","1","Windows 10","2.8kg",1085,"Inspiron","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.8
"Lenovo","Thinkpad Yoga","2 in 1 Convertible",14,"Intel Core i7 7500U 2.7GHz","16GB","1TB","SSD","0","Windows 10","1.42kg",2824,"Thinkpad","3",2560,1440,NA,"1","0","0","Intel","i7",7,16,"Intel","HD",1.42
"Other","K147 (N3350/4GB/32GB/FHD/W10)","Notebook",14,"Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB","Flash Storage","0","Windows 10","1.3kg",260,"K147","3",1920,1080,"Full HD","0","1","0","Intel","N3350",3350,4,"Intel","HD",1.3
"Other","Mi Notebook","Ultrabook",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","No OS","1.3kg",999.9,"Mi","2",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",1.3
"Lenovo","IdeaPad 320-17IKBR","Notebook",17.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","No OS","2.8kg",698,"IdeaPad","5",1600,900,NA,"0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.8
"Dell","Inspiron 5379","2 in 1 Convertible",13.3,"Intel Core i7 8550U 1.8GHz","8GB","1TB","HDD","0","Windows 10","1.62kg",839,"Inspiron","2",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","UHD",1.62
"HP","ProBook 470","Notebook",17.3,"Intel Core i5 8250U 1.6GHz","8GB","1TB","HDD","0","Windows 10","2.5kg",914,"ProBook","5",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",2.5
"Other","Blade Pro","Gaming",17.3,"Intel Core i7 7820HK 2.9GHz","32GB","1TB","SSD","0","Windows 10","3.49kg",6099,"Blade","5",3840,2160,"4K Ultra HD","1","0","0","Intel","i7",7,32,"Nvidia","GeForce",3.49
"HP","ProBook 430","Notebook",13.3,"Intel Core i5 8250U 1.6GHz","8GB","512GB","SSD","0","Windows 10","1.49kg",959,"ProBook","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","UHD",1.49
"HP","Omen 17-W295","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","3.35kg",1379,"Omen","5",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",3.35
"HP","Probook 470","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","2.5kg",1045,"Probook","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.5
"Dell","Inspiron 7577","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","512GB","SSD","1","Windows 10","2.65kg",1845,"Inspiron","4",3840,2160,"4K Ultra HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.65
"Lenovo","V110-15ISK (i5-6200U/4GB/128GB/W10)","Notebook",15.6,"Intel Core i5 6200U 2.3GHz","4GB","128GB","SSD","0","Windows 10","2.1kg",493,"V110-15ISK","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",2.1
"Acer","Aspire E5-576G","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","1TB","HDD","0","Windows 10","2.23kg",742,"Aspire","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.23
"Lenovo","Legion Y720-15IKB","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","512GB","SSD","1","Windows 10","3.2kg",1749,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",3.2
"Dell","Precision 7520","Workstation",15.6,"Intel Xeon E3-1505M V6 3GHz","16GB","256GB","SSD","1","Windows 10","2.8kg",3055,"Precision","4",3840,2160,"4K Ultra HD","0","0","0","Intel",NA,3,16,"Nvidia","Quadro",2.8
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","512GB","SSD","0","No OS","2.4kg",1398,"Legion","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.4
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","6GB","1TB","HDD","0","Windows 10","2.3kg",439,"Inspiron","4",1366,768,NA,"1","0","0","Intel","i3",3,6,"Intel","HD",2.3
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.21kg",1949,"XPS","2",3840,2160,"4K Ultra HD","1","1","0","Intel","i7",7,8,"Intel","UHD",1.21
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.2kg",1449,"XPS","2",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","UHD",1.2
"Lenovo","IdeaPad 320-15IKBN","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.2kg",597,"IdeaPad","4",1366,768,NA,"0","0","0","Intel","i5",5,8,"Intel","HD",2.2
"Acer","Aspire 7","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","1TB","HDD","0","Linux","2.4kg",779,"Aspire","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.4
"Asus","ROG GL703VD-GC028T","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.9kg",1407,"ROG","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.9
"HP","15-bs018nq (i3-6006U/4GB/500GB/FHD/No","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","500GB","HDD","0","No OS","2.1kg",349,"15-bs018nq","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Intel","HD",2.1
"Lenovo","IdeaPad 320-15IKBN","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","No OS","2.2kg",549,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",2.2
"Other","MateBook X","Ultrabook",13,"Intel Core i7 7500U 2.7GHz","8GB","512GB","SSD","0","Windows 10","1.05kg",1499,"MateBook","2",2160,1440,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",1.05
"Dell","Inspiron 5370","Ultrabook",13.3,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.4kg",931.88,"Inspiron","2",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"AMD","Radeon",1.4
"Lenovo","IdeaPad 320-17IKB","Notebook",17.3,"Intel Core i5 7200U 2.5GHz","8GB","1TB","HDD","0","No OS","2.8kg",589,"IdeaPad","5",1600,900,NA,"0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.8
"HP","Probook 440","Notebook",14,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.63kg",1031,"Probook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",1.63
