Company,Product,TypeName,Inches,Ram,Memory,OpSys,Weight_kg,Price_euros,LogPrice,Model,Inches_Binned,DisplayType,Touchscreen,IPS Panel,RetinaDisplay,ResolutionWidth,ResolutionHeight,ResolutionWidthCat,ResolutionPixels,CpuBrand,CpuProduct,CpuClockSpeed_GHz,Ram_GB,PrimaryMemory,SecondaryMemory,PrimaryMemSize,PrimaryMemType,Gpu_Brand,Gpu_Product
Asus,Zenbook UX430UA,Ultrabook,14.0,8GB,256GB SSD,Windows 10,1.25,1049.0,6.955592608396297,Zenbook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Acer,Spin 5,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.5,847.0,6.741700694652054,Spin,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
Dell,Inspiron 3567,Notebook,15.6,8GB,1TB HDD,Linux,2.2,599.9,6.3967629746590475,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Dell,Inspiron 3567,Notebook,15.6,4GB,256GB SSD,Linux,2.2,485.0,6.184148890937483,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,4,256GB SSD,0,256GB,SSD,AMD,Radeon
Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,6GB,256GB SSD,Windows 10,2.0,577.0,6.357842266508099,X541UV-DM1439T,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7100U,2.4,6,256GB SSD,0,256GB,SSD,Nvidia,GeForce
HP,Omen 15-ce007nv,Gaming,15.6,12GB,128GB SSD +  1TB HDD,Windows 10,2.62,1249.0,7.130098510125578,Omen,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,12,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,15.6,8GB,256GB SSD,Windows 10,1.91,719.0,6.577861357721046,15-bs017nv,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,AMD,Radeon
HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,15.6,4GB,500GB HDD,Windows 10,2.1,349.0,5.855071922202427,15-bw000nv,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,AMD,E-Series E2-9000e,1.5,4,500GB HDD,0,500GB,HDD,AMD,Radeon
Dell,Inspiron 3576,Notebook,15.6,8GB,1TB HDD,Linux,2.2,647.0,6.4723462945009,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,1TB HDD,0,1TB,HDD,AMD,Radeon
HP,Envy 13-ad009n,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.38,1119.0,7.020190708311925,Envy,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Other,Surface Laptop,Ultrabook,13.5,8GB,256GB SSD,Windows 10,1.252,1340.0,7.200424892944957,Surface,2,2256x1504,1,0,0,2256,1504,2256,15.037232117127735,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,Pavilion 14-BK001nv,Notebook,14.0,6GB,256GB SSD,Windows 10,1.58,659.0,6.490723534502507,Pavilion,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,6,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Lenovo,Ideapad 310-15ISK,Notebook,15.6,4GB,1TB HDD,Windows 10,1.85,414.9,6.028037527338822,Ideapad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Intel,HD
Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,14.0,8GB,256GB SSD,Windows 10,1.3,1193.0,7.084226422097916,UX430UQ-GV209R,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
MSI,GP62M 7REX,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2.2,1299.0,7.1693500166706,GP62M,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Lenovo,Thinkpad T470,Notebook,14.0,8GB,256GB SSD,Windows 10,1.58,1480.0,7.299797366758161,Thinkpad,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Asus,VivoBook S15,Ultrabook,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,1.5,1262.0,7.140453043101158,VivoBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,XPS 13,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.23,1379.0,7.229113877793302,XPS,2,Quad HD+  3200x1800,1,0,0,3200,1800,3200,15.566448032672074,Intel,Core i7 7560U,2.4,8,256GB SSD,0,256GB,SSD,Intel,Iris
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.37,1399.0,7.243512974665481,ThinkPad,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,Probook 440,Notebook,14.0,4GB,500GB HDD,Windows 10,1.63,722.0,6.582025138892826,Probook,3,1366x768,0,1,0,1366,768,1366,13.863431773278407,Intel,Core i5 8250U,1.6,4,500GB HDD,0,500GB,HDD,Intel,UHD
Dell,XPS 13,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.21,1629.0,7.395721608602045,XPS,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
HP,Spectre x360,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.26,1398.99,7.2435058266771035,Spectre,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
HP,Probook 440,Notebook,14.0,8GB,512GB SSD,Windows 10,1.63,1084.0,6.988413181999591,Probook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,512GB SSD,0,512GB,SSD,Intel,UHD
Dell,Inspiron 7570,Notebook,15.6,8GB,256GB SSD +  1TB HDD,Windows 10,2.16,1130.33,7.030264904470579,Inspiron,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,4GB,1TB HDD,Windows 10,2.0,564.0,6.335054251498058,X705UV-BX074T,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Asus,VivoBook S15,Notebook,15.6,8GB,256GB SSD,Windows 10,1.7,1118.0,7.0192966537150445,VivoBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Acer,Spin 3,Notebook,15.6,6GB,1TB HDD,Windows 10,2.1,479.0,6.171700597410915,Spin,4,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7100U,2.4,6,1TB HDD,0,1TB,HDD,Intel,HD
MSI,GS63VR 7RG,Gaming,15.6,16GB,256GB SSD +  2TB HDD,Windows 10,1.8,2241.5,7.714900563595494,GS63VR,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8GB,256GB SSD,No OS,2.2,629.0,6.44413125670044,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
HP,Probook 470,Notebook,17.3,16GB,512GB SSD,Windows 10,2.5,1271.0,7.147559271189454,Probook,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Acer,Aspire 3,Notebook,15.6,4GB,256GB SSD,Windows 10,2.1,451.0,6.111467339502678,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,A9-Series 9420,3.0,4,256GB SSD,0,256GB,SSD,AMD,Radeon
HP,250 G6,Notebook,15.6,4GB,500GB HDD,No OS,1.86,259.0,5.556828061699537,250,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,Probook 440,Notebook,14.0,8GB,1TB HDD,Windows 10,1.63,812.0,6.699500340161678,Probook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,1TB HDD,0,1TB,HDD,Intel,UHD
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,4GB,64GB SSD,Windows 10,1.65,277.99,5.627585141820635,E402WA-GA007T,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,E-Series 6110,1.5,4,64GB SSD,0,64GB,SSD,AMD,Radeon
Dell,Inspiron 5770,Notebook,17.3,16GB,256GB SSD +  2TB HDD,Windows 10,2.8,1396.0,7.241366283322318,Inspiron,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,256GB SSD +,1,256GB,SSD +,AMD,Radeon
HP,ProBook 470,Notebook,17.3,8GB,256GB SSD,Windows 10,2.5,928.0,6.833031732786201,ProBook,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
Dell,Inspiron 5567,Notebook,15.6,8GB,1TB HDD,Windows 10,2.36,638.99,6.459888804802811,Inspiron,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Dell,Inspiron 3567,Notebook,15.6,4GB,1TB HDD,Windows 10,2.2,449.0,6.107022887742254,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,AMD,Radeon
Acer,Swift 3,Ultrabook,14.0,8GB,256GB SSD,Windows 10,1.6,884.0,6.784457062637643,Swift,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,256GB SSD,0,256GB,SSD,Intel,UHD
Acer,Aspire A515-51G-37JS,Notebook,15.6,4GB,256GB SSD,Windows 10,2.2,572.0,6.349138991379798,Aspire,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7130U,2.7,4,256GB SSD,0,256GB,SSD,Nvidia,GeForce
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,8GB,1TB HDD,Windows 10,2.05,598.0,6.393590753950631,15-BS078nr,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i7 7500U,2.7,8,1TB HDD,0,1TB,HDD,Intel,HD
HP,Probook 440,Notebook,14.0,8GB,256GB SSD,Windows 10,1.63,988.0,6.895682697747867,Probook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,256GB SSD,0,256GB,SSD,Intel,UHD
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,4GB,1TB HDD,No OS,1.9,252.36,5.530856639502608,V110-15IAP,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,4,1TB HDD,0,1TB,HDD,Intel,HD
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,3.0,938.0,6.843749949006225,FX753VD-GC086T,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4GB,1TB HDD,No OS,2.2,499.0,6.212606095751519,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
HP,Envy 13-AD007nv,Notebook,13.3,4GB,256GB SSD,Windows 10,1.32,699.0,6.54965074223381,Envy,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,256GB SSD,0,256GB,SSD,Intel,HD
Acer,Aspire 5,Notebook,17.3,4GB,1TB HDD,Windows 10,3.0,655.0,6.484635235635252,Aspire,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7130U,2.7,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Lenovo,ThinkPad E480,Notebook,14.0,8GB,256GB SSD,Windows 10,1.75,1116.02,7.0175240639276275,ThinkPad,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,AMD,Radeon
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,256GB SSD,No OS,2.4,869.0,6.767343125265392,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Toshiba,Satellite Pro,Notebook,15.6,4GB,500GB HDD,Windows 10,2.1,602.0,6.400257445308821,Satellite,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,255 G6,Notebook,15.6,4GB,256GB SSD,Windows 10,1.86,369.0,5.910796644040527,255,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,A6-Series 9220,2.5,4,256GB SSD,0,256GB,SSD,AMD,Radeon
Asus,ZenBook UX430UA,Ultrabook,14.0,8GB,256GB SSD,Windows 10,1.25,1099.0,7.002155954403621,ZenBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,256GB SSD,0,256GB,SSD,Intel,UHD
HP,EliteBook Folio,Ultrabook,12.5,8GB,512GB SSD,Windows 10,0.97,2014.0,7.607878073278507,EliteBook,1,4K Ultra HD  3840x2160,1,1,0,3840,2160,3840,15.931091146259982,Intel,Core M 6Y75,1.2,8,512GB SSD,0,512GB,SSD,Intel,HD
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,4GB,1TB HDD,Windows 10,2.0,344.0,5.840641657373398,X541NA,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Celeron Dual Core N3350,1.1,4,1TB HDD,0,1TB,HDD,Intel,HD
MSI,GE72MVR 7RG,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2.9,2029.0,7.615298339825815,GE72MVR,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Acer,Aspire A315-51,Notebook,15.6,4GB,1TB HDD,Windows 10,2.1,447.0,6.102558594613568,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Intel,HD
Dell,Inspiron 5577,Gaming,15.6,16GB,512GB SSD,Windows 10,2.56,1249.26,7.130306654995158,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Dell,Inspiron 7567,Gaming,15.6,8GB,1.0TB Hybrid,Windows 10,2.62,899.0,6.80128303447162,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,1.0TB Hybrid,0,1.0TB,Hybrid,Nvidia,GeForce
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,4GB,128GB SSD,Windows 10,1.9,498.0,6.210600077024653,V110-15IKB,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,128GB SSD,0,128GB,SSD,Intel,HD
MSI,GE73VR 7RE,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2.8,1890.0,7.544332108053688,GE73VR,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
HP,EliteBook 840,Ultrabook,14.0,4GB,256GB SSD,Windows 10,1.48,1082.0,6.9865664594064265,EliteBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7500U,2.7,4,256GB SSD,0,256GB,SSD,Intel,HD
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,6GB,256GB SSD,Windows 10,1.91,619.0,6.428105272684596,15-BS103nv,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,6,256GB SSD,0,256GB,SSD,AMD,Radeon
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,4GB,256GB SSD,Windows 10,1.74,629.0,6.44413125670044,Yoga,3,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7100U,2.4,4,256GB SSD,0,256GB,SSD,Intel,HD
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.1,1315.0,7.181591944611864,ZenBook,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Inspiron 5579,2 in 1 Convertible,15.6,8GB,256GB SSD,Windows 10,1.56,1049.0,6.955592608396297,Inspiron,4,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,256GB SSD,0,256GB,SSD,Intel,UHD
Toshiba,Satellite Pro,Notebook,15.6,4GB,500GB HDD,Windows 10,2.1,447.0,6.102558594613568,Satellite,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.2,4,500GB HDD,0,500GB,HDD,Intel,HD
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4GB,1TB HDD,Windows 10,2.03,403.0,5.998936561946683,X555BP-XX180T,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,A9-Series 9420,3.0,4,1TB HDD,0,1TB,HDD,AMD,Radeon
Acer,Aspire A517-51G,Notebook,17.3,4GB,256GB SSD,Windows 10,3.0,805.0,6.690842277418563,Aspire,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,4,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Dell,Inspiron 3576,Notebook,15.6,8GB,256GB SSD,Windows 10,2.13,728.0,6.590301048196686,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,AMD,Radeon
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16GB,256GB SSD,Windows 10,2.5,1079.0,6.983789965258135,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Acer,Aspire A315-31,Notebook,15.6,4GB,1TB HDD,Windows 10,2.1,348.0,5.8522024797744745,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,4,1TB HDD,0,1TB,HDD,Intel,HD
MSI,GE63VR 7RE,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2.4,1799.0,7.494986233950533,GE63VR,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Acer,Aspire 3,Notebook,15.6,4GB,1TB HDD,Windows 10,2.1,363.51,5.895806806911541,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Pentium Quad Core N4200,1.1,4,1TB HDD,0,1TB,HDD,Intel,HD
Dell,Inspiron 5577,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.56,1060.49,6.966486344445899,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Acer,Aspire A517-51G,Notebook,17.3,8GB,256GB SSD,Windows 10,3.0,854.0,6.749931193788569,Aspire,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
HP,ProBook 430,Notebook,13.3,4GB,500GB HDD,Windows 10,1.49,754.0,6.625392368007956,ProBook,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,4,500GB HDD,0,500GB,HDD,Intel,UHD
Other,MateBook X,Ultrabook,13.0,8GB,256GB SSD,Windows 10,1.05,1349.0,7.207118856207756,MateBook,2,Full HD 2160x1440,0,1,0,2160,1440,2160,14.950261893248257,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,6GB,2TB HDD,Windows 10,2.71,699.0,6.54965074223381,17-bs001nv,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,6,2TB HDD,0,2TB,HDD,AMD,Radeon
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4GB,500GB HDD,No OS,2.2,309.0,5.733341276897745,IdeaPad,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,A6-Series 9220,2.9,4,500GB HDD,0,500GB,HDD,AMD,Radeon
Toshiba,Satellite Pro,Notebook,15.6,4GB,500GB HDD,Windows 10,2.0,489.0,6.1923624894748714,Satellite,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 7100U,2.4,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,ProBook 470,Notebook,17.3,8GB,256GB SSD,Windows 10,2.5,923.0,6.827629234502852,ProBook,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Dell,Inspiron 3567,Notebook,15.6,8GB,1TB HDD,Windows 10,2.3,459.0,6.129050210060545,Inspiron,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 7100U,2.4,8,1TB HDD,0,1TB,HDD,Intel,HD
Acer,Aspire A315-51,Notebook,15.6,4GB,128GB SSD,Windows 10,2.1,449.0,6.107022887742254,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,128GB SSD,0,128GB,SSD,Intel,HD
MSI,GT80S 6QF-074US,Gaming,18.4,32GB,512GB SSD +  1TB HDD,Windows 10,4.4,2799.0,7.937017489515453,GT80S,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6920HQ,2.9,32,512GB SSD +,1,512GB,SSD +,Nvidia,GeForce
HP,Spectre x360,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.29,1499.0,7.312553498102598,Spectre,2,4K Ultra HD  3840x2160,1,1,0,3840,2160,3840,15.931091146259982,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
Dell,Inspiron 5570,Notebook,15.6,16GB,256GB SSD +  2TB HDD,Linux,2.02,1049.0,6.955592608396297,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,256GB SSD +,1,256GB,SSD +,AMD,Radeon
Dell,XPS 13,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.23,1399.0,7.243512974665481,XPS,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16GB,512GB SSD,Windows 10,1.4,1849.0,7.522400231387125,Yoga,3,4K Ultra HD  3840x2160,1,1,0,3840,2160,3840,15.931091146259982,Intel,Core i7 8550U,1.8,16,512GB SSD,0,512GB,SSD,Intel,UHD
Toshiba,Satellite Pro,Notebook,15.6,8GB,128GB SSD,Windows 10,2.0,793.0,6.675823221634848,Satellite,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,128GB SSD,0,128GB,SSD,Intel,HD
Other,Mi Notebook,Notebook,15.6,8GB,256GB SSD,No OS,1.95,1199.0,7.089243155027514,Mi,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Dell,Inspiron 7773,Notebook,17.3,16GB,512GB SSD,Windows 10,2.77,1549.0,7.3453648404168685,Inspiron,5,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Dell,XPS 15,Notebook,15.6,16GB,512GB SSD,Windows 10,2.06,2397.0,7.781973234434384,XPS,4,4K Ultra HD  3840x2160,1,0,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7700HQ,2.8,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,256GB SSD,No OS,2.4,779.0,6.658011045870748,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Acer,Swift 7,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.12,989.0,6.896694331622712,Swift,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7Y54,1.2,8,256GB SSD,0,256GB,SSD,Intel,HD
